composerName,workTitle,composer_work,dateCount
"Boyce,  William",SYMPHONY NO. 1 IN B FLAT MAJOR (ARR. Lambert),"Boyce,  William_SYMPHONY NO. 1 IN B FLAT MAJOR (ARR. Lambert)",5
"Brahms,  Johannes","ACADEMIC FESTIVAL OVERTURE, OP.80","Brahms,  Johannes_ACADEMIC FESTIVAL OVERTURE, OP.80",72
"Brahms,  Johannes","ALTO RHAPSODY, OP. 53","Brahms,  Johannes_ALTO RHAPSODY, OP. 53",15
"Brahms,  Johannes","BOTSCHAFT, OP.47, NO. 1","Brahms,  Johannes_BOTSCHAFT, OP.47, NO. 1",6
"Brahms,  Johannes","CONCERTO, PIANO, NO. 1, D MINOR, OP.15","Brahms,  Johannes_CONCERTO, PIANO, NO. 1, D MINOR, OP.15",152
"Brahms,  Johannes","CONCERTO, PIANO, NO. 2, B FLAT MAJOR, OP.83","Brahms,  Johannes_CONCERTO, PIANO, NO. 2, B FLAT MAJOR, OP.83",168
"Brahms,  Johannes","CONCERTO, VIOLIN AND CELLO, OP. 102 (DOUBLE)","Brahms,  Johannes_CONCERTO, VIOLIN AND CELLO, OP. 102 (DOUBLE)",76
"Brahms,  Johannes","CONCERTO, VIOLIN, D MAJOR, OP.77","Brahms,  Johannes_CONCERTO, VIOLIN, D MAJOR, OP.77",263
"Brahms,  Johannes","FELDEINSAMKEIT, OP.86, NO. 2","Brahms,  Johannes_FELDEINSAMKEIT, OP.86, NO. 2",5
"Brahms,  Johannes",HUNGARIAN DANCES (ORCH.),"Brahms,  Johannes_HUNGARIAN DANCES (ORCH.)",111
"Brahms,  Johannes","LIEBESLIEDER WALTZES, OP. 52 (CHORUS + PIANO)","Brahms,  Johannes_LIEBESLIEDER WALTZES, OP. 52 (CHORUS + PIANO)",7
"Brahms,  Johannes","QUARTET, PIANO AND STRINGS, NO. 1, G MINOR (ARR. Schoenberg)","Brahms,  Johannes_QUARTET, PIANO AND STRINGS, NO. 1, G MINOR (ARR. Schoenberg)",15
"Brahms,  Johannes","REQUIEM, DEUTSCHES, OP.45","Brahms,  Johannes_REQUIEM, DEUTSCHES, OP.45",41
"Brahms,  Johannes","SCHICKSALSLIED, CHORUS/ORCH, OP. 54","Brahms,  Johannes_SCHICKSALSLIED, CHORUS/ORCH, OP. 54",14
"Brahms,  Johannes","SCHMIED, DER","Brahms,  Johannes_SCHMIED, DER",7
"Brahms,  Johannes","SERENADE NO. 1 IN D MAJOR, OP. 11","Brahms,  Johannes_SERENADE NO. 1 IN D MAJOR, OP. 11",19
"Brahms,  Johannes","SERENADE NO. 2 IN A MAJOR, OP. 16","Brahms,  Johannes_SERENADE NO. 2 IN A MAJOR, OP. 16",11
"Brahms,  Johannes","STANDCHEN [STÄNDCHEN], OP. 106, NO. 1","Brahms,  Johannes_STANDCHEN [STÄNDCHEN], OP. 106, NO. 1",5
"Brahms,  Johannes","SYMPHONY NO. 1 IN C MINOR, OP. 68","Brahms,  Johannes_SYMPHONY NO. 1 IN C MINOR, OP. 68",250
"Brahms,  Johannes","SYMPHONY NO. 2 IN D MAJOR, OP. 73","Brahms,  Johannes_SYMPHONY NO. 2 IN D MAJOR, OP. 73",225
"Brahms,  Johannes","SYMPHONY NO. 3 IN F MAJOR, OP. 90","Brahms,  Johannes_SYMPHONY NO. 3 IN F MAJOR, OP. 90",130
"Brahms,  Johannes","SYMPHONY NO. 4 IN E MINOR, OP. 98","Brahms,  Johannes_SYMPHONY NO. 4 IN E MINOR, OP. 98",172
"Brahms,  Johannes","TRAGIC OVERTURE, OP. 81","Brahms,  Johannes_TRAGIC OVERTURE, OP. 81",94
"Brahms,  Johannes","VARIATIONS ON A THEME BY HAYDN, OP. 56A","Brahms,  Johannes_VARIATIONS ON A THEME BY HAYDN, OP. 56A",96
"Brahms,  Johannes","VOR DEM FENSTER, OP. 14, NO. 1","Brahms,  Johannes_VOR DEM FENSTER, OP. 14, NO. 1",6
"Britten,  Benjamin","CONCERTO, PIANO, OP. 13","Britten,  Benjamin_CONCERTO, PIANO, OP. 13",12
"Britten,  Benjamin","CONCERTO, VIOLIN, OP. 15","Britten,  Benjamin_CONCERTO, VIOLIN, OP. 15",21
"Britten,  Benjamin","ILLUMINATIONS, LES, OP. 18","Britten,  Benjamin_ILLUMINATIONS, LES, OP. 18",5
"Britten,  Benjamin","PETER GRIMES, FOUR SEA INTERLUDES, OP. 33A","Britten,  Benjamin_PETER GRIMES, FOUR SEA INTERLUDES, OP. 33A",31
"Britten,  Benjamin","PETER GRIMES, PASSACAGLIA, OP. 33B","Britten,  Benjamin_PETER GRIMES, PASSACAGLIA, OP. 33B",10
"Britten,  Benjamin","PRINCE OF THE PAGODAS, OP. 57","Britten,  Benjamin_PRINCE OF THE PAGODAS, OP. 57",6
"Britten,  Benjamin","SERENADE, TENOR, HORN, STRINGS, OP. 31","Britten,  Benjamin_SERENADE, TENOR, HORN, STRINGS, OP. 31",12
"Britten,  Benjamin","SIMPLE SYMPHONY, OP. 4","Britten,  Benjamin_SIMPLE SYMPHONY, OP. 4",5
"Britten,  Benjamin","SINFONIA DA REQUIEM, OP. 20","Britten,  Benjamin_SINFONIA DA REQUIEM, OP. 20",32
"Britten,  Benjamin","SOIREES MUSICALES, OP. 9","Britten,  Benjamin_SOIREES MUSICALES, OP. 9",13
"Britten,  Benjamin","SPRING SYMPHONY, OP. 44","Britten,  Benjamin_SPRING SYMPHONY, OP. 44",7
"Britten,  Benjamin","SYMPHONY FOR CELLO AND ORCHESTRA, OP. 68","Britten,  Benjamin_SYMPHONY FOR CELLO AND ORCHESTRA, OP. 68",7
"Britten,  Benjamin","VARIATIONS ON A THEME OF FRANK BRIDGE, OP. 10","Britten,  Benjamin_VARIATIONS ON A THEME OF FRANK BRIDGE, OP. 10",5
"Britten,  Benjamin","WAR REQUIEM, OP. 66","Britten,  Benjamin_WAR REQUIEM, OP. 66",19
"Britten,  Benjamin","YOUNG PERSON'S GUIDE TO THE ORCHESTRA, OP. 34","Britten,  Benjamin_YOUNG PERSON'S GUIDE TO THE ORCHESTRA, OP. 34",23
"Bruch,  Max","CONCERTO, VIOLIN, NO. 1, G MINOR, OP.26","Bruch,  Max_CONCERTO, VIOLIN, NO. 1, G MINOR, OP.26",152
"Bruch,  Max","CONCERTO, VIOLIN, NO. 2, D MINOR, OP.44","Bruch,  Max_CONCERTO, VIOLIN, NO. 2, D MINOR, OP.44",10
"Bruch,  Max","CROSS OF FIRE, THE","Bruch,  Max_CROSS OF FIRE, THE",12
"Bruch,  Max","KOL NIDREI, OP.47","Bruch,  Max_KOL NIDREI, OP.47",7
"Bruch,  Max",ODYSSEUS,"Bruch,  Max_ODYSSEUS",5
"Bruch,  Max","SCOTTISH FANTASY, OP.46","Bruch,  Max_SCOTTISH FANTASY, OP.46",27
"Bruckner,  Anton","SYMPHONY NO. 1, C MINOR","Bruckner,  Anton_SYMPHONY NO. 1, C MINOR",8
"Bruckner,  Anton","SYMPHONY NO. 2, C MINOR","Bruckner,  Anton_SYMPHONY NO. 2, C MINOR",9
"Bruckner,  Anton","SYMPHONY NO. 3, D MINOR","Bruckner,  Anton_SYMPHONY NO. 3, D MINOR",39
"Bruckner,  Anton","SYMPHONY NO. 4, E FLAT MAJOR (ROMANTIC)","Bruckner,  Anton_SYMPHONY NO. 4, E FLAT MAJOR (ROMANTIC)",66
"Bruckner,  Anton","SYMPHONY NO. 5, B FLAT MAJOR","Bruckner,  Anton_SYMPHONY NO. 5, B FLAT MAJOR",16
"Bruckner,  Anton","SYMPHONY NO. 6, A MAJOR","Bruckner,  Anton_SYMPHONY NO. 6, A MAJOR",28
"Bruckner,  Anton","SYMPHONY NO. 7, E MAJOR","Bruckner,  Anton_SYMPHONY NO. 7, E MAJOR",47
"Bruckner,  Anton","SYMPHONY NO. 8, C MINOR","Bruckner,  Anton_SYMPHONY NO. 8, C MINOR",15
"Bruckner,  Anton","SYMPHONY NO. 9, D MINOR","Bruckner,  Anton_SYMPHONY NO. 9, D MINOR",56
"Bruckner,  Anton",TE DEUM,"Bruckner,  Anton_TE DEUM",14
"Bulla,  Stephen",ARMED FORCES SALUTE (ARR. Bulla),"Bulla,  Stephen_ARMED FORCES SALUTE (ARR. Bulla)",7
"Busoni,  Ferruccio","BERCEUSE ELEGIAQUE, OP. 42","Busoni,  Ferruccio_BERCEUSE ELEGIAQUE, OP. 42",16
"Busoni,  Ferruccio","RONDO ARLECCHINESCO, OP.46","Busoni,  Ferruccio_RONDO ARLECCHINESCO, OP.46",7
"Busoni,  Ferruccio","TANZWALZER, OP. 53","Busoni,  Ferruccio_TANZWALZER, OP. 53",5
"Busoni,  Ferruccio","TURANDOT: SUITE, OP.41","Busoni,  Ferruccio_TURANDOT: SUITE, OP.41",5
"Carpenter,  John  Alden",ADVENTURES IN A PERAMBULATOR,"Carpenter,  John  Alden_ADVENTURES IN A PERAMBULATOR",6
"Carter,  Elliott",HOLIDAY OVERTURE,"Carter,  Elliott_HOLIDAY OVERTURE",14
"Carter,  Elliott",SYMPHONY OF THREE ORCHESTRAS,"Carter,  Elliott_SYMPHONY OF THREE ORCHESTRAS",8
"Carter,  Elliott",VARIATIONS FOR ORCHESTRA,"Carter,  Elliott_VARIATIONS FOR ORCHESTRA",14
"Casadesus,  Robert","CONCERTO, PIANO, E MINOR, OP.37","Casadesus,  Robert_CONCERTO, PIANO, E MINOR, OP.37",5
"Casadesus,  Robert","SUITE NO. 2, B-FLAT MAJOR, OP. 26","Casadesus,  Robert_SUITE NO. 2, B-FLAT MAJOR, OP. 26",6
"Casella,  Alfredo","GIARA, LA: SUITE","Casella,  Alfredo_GIARA, LA: SUITE",22
"Casella,  Alfredo","ITALIA, OP. 11","Casella,  Alfredo_ITALIA, OP. 11",6
"Castellanos,  Carlos","MORENA DE MI COPLA, LA","Castellanos,  Carlos_MORENA DE MI COPLA, LA",9
"Chabrier,  Emmanuel",BOURREE FANTASQUE (ORCH) (ARR. Mottl),"Chabrier,  Emmanuel_BOURREE FANTASQUE (ORCH) (ARR. Mottl)",5
"Chabrier,  Emmanuel",ESPAÑA,"Chabrier,  Emmanuel_ESPAÑA",54
"Chabrier,  Emmanuel",ODE A LA MUSIQUE,"Chabrier,  Emmanuel_ODE A LA MUSIQUE",6
"Chabrier,  Emmanuel","ROI MALGRE LUI, LE","Chabrier,  Emmanuel_ROI MALGRE LUI, LE",10
"Chadwick,  George  Whitefield",MELPOMENE,"Chadwick,  George  Whitefield_MELPOMENE",13
"Chadwick,  George  Whitefield",SYMPHONIC SKETCHES,"Chadwick,  George  Whitefield_SYMPHONIC SKETCHES",7
"Chadwick,  George  Whitefield",TAM O'SHANTER,"Chadwick,  George  Whitefield_TAM O'SHANTER",8
"Chapi (y Lorente),  Ruperto","REVOLTOSA, LA","Chapi (y Lorente),  Ruperto_REVOLTOSA, LA",11
"Charpentier,  Gustave",IMPRESSIONS D'ITALIE,"Charpentier,  Gustave_IMPRESSIONS D'ITALIE",6
"Charpentier,  Gustave",LOUISE,"Charpentier,  Gustave_LOUISE",29
"Chausson,  Ernest","POEME DE L'AMOUR ET DE LA MER, OP. 19","Chausson,  Ernest_POEME DE L'AMOUR ET DE LA MER, OP. 19",10
"Chausson,  Ernest","POEME, OP.25 (VIOLIN + ORCH)","Chausson,  Ernest_POEME, OP.25 (VIOLIN + ORCH)",31
"Chausson,  Ernest","SYMPHONY IN B FLAT MAJOR, OP. 20","Chausson,  Ernest_SYMPHONY IN B FLAT MAJOR, OP. 20",17
"Chavez [Chávez],  Carlos",SYMPHONY NO. 2 (SINFONIA INDIA),"Chavez [Chávez],  Carlos_SYMPHONY NO. 2 (SINFONIA INDIA)",16
"Cherubini,  Luigi","ANACRÉON, OU L'AMOUR FUGITIF","Cherubini,  Luigi_ANACRÉON, OU L'AMOUR FUGITIF",35
"Cherubini,  Luigi",LES DEUX JOURNEES,"Cherubini,  Luigi_LES DEUX JOURNEES",11
"Cherubini,  Luigi",MEDEA,"Cherubini,  Luigi_MEDEA",12
"Chopin,  Frédéric","CONCERTO, PIANO, NO. 1, E MINOR, OP. 11","Chopin,  Frédéric_CONCERTO, PIANO, NO. 1, E MINOR, OP. 11",77
"Chopin,  Frédéric","CONCERTO, PIANO, NO. 2, F MINOR, OP. 21","Chopin,  Frédéric_CONCERTO, PIANO, NO. 2, F MINOR, OP. 21",120
"Chopin,  Frédéric",ETUDES,"Chopin,  Frédéric_ETUDES",18
"Chopin,  Frédéric","NOCTURNE NO. 2, E-FLAT MINOR, OP. 9, NO. 2 (CELLO AND HARP) (ARR. Unspecified)","Chopin,  Frédéric_NOCTURNE NO. 2, E-FLAT MINOR, OP. 9, NO. 2 (CELLO AND HARP) (ARR. Unspecified)",6
"Chopin,  Frédéric",NOCTURNES (ORIG. SOLO PIANO),"Chopin,  Frédéric_NOCTURNES (ORIG. SOLO PIANO)",5
"Chopin,  Frédéric",POLONAISES,"Chopin,  Frédéric_POLONAISES",5
"Chopin,  Frédéric",WALTZES (ALL SOLO PIANO),"Chopin,  Frédéric_WALTZES (ALL SOLO PIANO)",11
"Cilea,  Francesco",ADRIANA LECOUVREUR,"Cilea,  Francesco_ADRIANA LECOUVREUR",8
"Coleridge-Taylor,  Samuel",HIAWATHA,"Coleridge-Taylor,  Samuel_HIAWATHA",11
"Copland,  Aaron",APPALACHIAN SPRING SUITE (FULL ORCH.),"Copland,  Aaron_APPALACHIAN SPRING SUITE (FULL ORCH.)",30
"Copland,  Aaron",APPALACHIAN SPRING: VARIATIONS ON A SHAKER MELODY,"Copland,  Aaron_APPALACHIAN SPRING: VARIATIONS ON A SHAKER MELODY",5
"Copland,  Aaron","BILLY THE KID, BALLET","Copland,  Aaron_BILLY THE KID, BALLET",5
"Copland,  Aaron","BILLY THE KID, SUITE","Copland,  Aaron_BILLY THE KID, SUITE",23
"Copland,  Aaron",CEREMONIAL FANFARE,"Copland,  Aaron_CEREMONIAL FANFARE",6
"Copland,  Aaron","CONCERTO, CLARINET","Copland,  Aaron_CONCERTO, CLARINET",74
"Copland,  Aaron","CONCERTO, PIANO","Copland,  Aaron_CONCERTO, PIANO",21
"Copland,  Aaron",CONNOTATIONS,"Copland,  Aaron_CONNOTATIONS",14
"Copland,  Aaron",DANCE SYMPHONY,"Copland,  Aaron_DANCE SYMPHONY",14
"Copland,  Aaron",DANZON CUBANO,"Copland,  Aaron_DANZON CUBANO",8
"Copland,  Aaron","DICKINSON, TWELVE POEMS OF EMILY","Copland,  Aaron_DICKINSON, TWELVE POEMS OF EMILY",5
"Copland,  Aaron",FANFARE FOR THE COMMON MAN,"Copland,  Aaron_FANFARE FOR THE COMMON MAN",24
"Copland,  Aaron",INSCAPE,"Copland,  Aaron_INSCAPE",11
"Copland,  Aaron",JOHN HENRY,"Copland,  Aaron_JOHN HENRY",5
"Copland,  Aaron","LATIN-AMERICAN SKETCHES, THREE","Copland,  Aaron_LATIN-AMERICAN SKETCHES, THREE",5
"Copland,  Aaron",LINCOLN PORTRAIT,"Copland,  Aaron_LINCOLN PORTRAIT",34
"Copland,  Aaron",MUSIC FOR A GREAT CITY,"Copland,  Aaron_MUSIC FOR A GREAT CITY",6
"Copland,  Aaron",MUSIC FOR THE THEATRE,"Copland,  Aaron_MUSIC FOR THE THEATRE",20
"Copland,  Aaron",OLD AMERICAN SONGS (VOICE AND ORCH.),"Copland,  Aaron_OLD AMERICAN SONGS (VOICE AND ORCH.)",45
"Copland,  Aaron",ORCHESTRAL VARIATIONS,"Copland,  Aaron_ORCHESTRAL VARIATIONS",12
"Copland,  Aaron",OUTDOOR OVERTURE,"Copland,  Aaron_OUTDOOR OVERTURE",17
"Copland,  Aaron",QUIET CITY,"Copland,  Aaron_QUIET CITY",41
"Copland,  Aaron","RODEO, FOUR DANCE EPISODES","Copland,  Aaron_RODEO, FOUR DANCE EPISODES",65
"Copland,  Aaron","SALON MEXICO, EL","Copland,  Aaron_SALON MEXICO, EL",33
"Copland,  Aaron",STATEMENTS,"Copland,  Aaron_STATEMENTS",7
"Copland,  Aaron",SYMPHONIC ODE,"Copland,  Aaron_SYMPHONIC ODE",6
"Copland,  Aaron",SYMPHONY NO. 1,"Copland,  Aaron_SYMPHONY NO. 1",5
"Copland,  Aaron",SYMPHONY NO. 2 (SHORT SYMPHONY),"Copland,  Aaron_SYMPHONY NO. 2 (SHORT SYMPHONY)",10
"Copland,  Aaron",SYMPHONY NO. 3,"Copland,  Aaron_SYMPHONY NO. 3",58
"Copland,  Aaron","SYMPHONY, ORGAN, ORCHESTRA","Copland,  Aaron_SYMPHONY, ORGAN, ORCHESTRA",5
"Copland,  Aaron","TENDER LAND, OPERA","Copland,  Aaron_TENDER LAND, OPERA",10
"Copland,  Aaron","TENDER LAND, SUITE (ORCH. ONLY - SINGERS ATTACH TO OPERA)","Copland,  Aaron_TENDER LAND, SUITE (ORCH. ONLY - SINGERS ATTACH TO OPERA)",9
"Corelli,  Arcangelo","CONCERTO GROSSO, OP.6, NO.8, G MINOR (CHRISTMAS)","Corelli,  Arcangelo_CONCERTO GROSSO, OP.6, NO.8, G MINOR (CHRISTMAS)",21
"Corelli,  Arcangelo","SUITE, STRING ORCHESTRA (ARR. Pinelli)","Corelli,  Arcangelo_SUITE, STRING ORCHESTRA (ARR. Pinelli)",8
"Corigliano,  John, Jr.","CONCERTO, CLARINET","Corigliano,  John, Jr._CONCERTO, CLARINET",11
"Corigliano,  John, Jr.",FANTASIA ON AN OSTINATO,"Corigliano,  John, Jr._FANTASIA ON AN OSTINATO",7
"Corigliano,  John, Jr.",SYMPHONY NO. 1,"Corigliano,  John, Jr._SYMPHONY NO. 1",6
"Couperin,  Francois [François]",PRELUDE AND ALLEGRO (ARR. Milhaud),"Couperin,  Francois [François]_PRELUDE AND ALLEGRO (ARR. Milhaud)",17
"Cowan,  Camryn",HARLEM SHAKE,"Cowan,  Camryn_HARLEM SHAKE",6
"Creston,  Paul","FRONTIERS, OP. 34","Creston,  Paul_FRONTIERS, OP. 34",5
"Creston,  Paul","SYMPHONY NO. 2, OP.35","Creston,  Paul_SYMPHONY NO. 2, OP.35",7
"Crumb,  George",ANCIENT VOICES OF CHILDREN,"Crumb,  George_ANCIENT VOICES OF CHILDREN",8
"Crumb,  George","HAUNTED LANDSCAPE, A","Crumb,  George_HAUNTED LANDSCAPE, A",11
"D'Albert,  Eugen","CONCERTO, CELLO, C MAJOR, OP.20","D'Albert,  Eugen_CONCERTO, CELLO, C MAJOR, OP.20",8
"Dallapiccola,  Luigi",TARTINIANA,"Dallapiccola,  Luigi_TARTINIANA",6
"Dallapiccola,  Luigi",VARIATIONS FOR ORCHESTRA,"Dallapiccola,  Luigi_VARIATIONS FOR ORCHESTRA",8
"Danielpour,  Richard","CONCERTO, CELLO, NO. 2 (THROUGH THE ANCIENT VALLEY)","Danielpour,  Richard_CONCERTO, CELLO, NO. 2 (THROUGH THE ANCIENT VALLEY)",5
"Daugherty,  Michael",UFO FOR SOLO PERCUSSION AND ORCHESTRA,"Daugherty,  Michael_UFO FOR SOLO PERCUSSION AND ORCHESTRA",7
"Debussy,  Claude",CHILDREN'S CORNER SUITE (ORCH ARR.) (ARR. Caplet),"Debussy,  Claude_CHILDREN'S CORNER SUITE (ORCH ARR.) (ARR. Caplet)",9
"Debussy,  Claude","DAMOISELLE ELUE, LA (THE BLESSED DAMOZEL)","Debussy,  Claude_DAMOISELLE ELUE, LA (THE BLESSED DAMOZEL)",15
"Debussy,  Claude",DANSE (FROM TARANTELLE STYRIENNE) (ARR. Ravel),"Debussy,  Claude_DANSE (FROM TARANTELLE STYRIENNE) (ARR. Ravel)",6
"Debussy,  Claude",DANSE SACRÉE ET DANSE PROFANE,"Debussy,  Claude_DANSE SACRÉE ET DANSE PROFANE",11
"Debussy,  Claude","ESTAMPES, LES","Debussy,  Claude_ESTAMPES, LES",5
"Debussy,  Claude","ESTAMPES, LES: NIGHT IN GRANADA (ARR. Stokowski)","Debussy,  Claude_ESTAMPES, LES: NIGHT IN GRANADA (ARR. Stokowski)",5
"Debussy,  Claude",FANTASIE FOR PIANO AND ORCHESTRA,"Debussy,  Claude_FANTASIE FOR PIANO AND ORCHESTRA",17
"Debussy,  Claude","GIRL WITH THE FLAXEN HAIR, THE (ORCH) (ARR. Unspecified)","Debussy,  Claude_GIRL WITH THE FLAXEN HAIR, THE (ORCH) (ARR. Unspecified)",6
"Debussy,  Claude","IMAGES, PIANO, BOOK I","Debussy,  Claude_IMAGES, PIANO, BOOK I",6
"Debussy,  Claude","IMAGES: GIGUES, NO. 1","Debussy,  Claude_IMAGES: GIGUES, NO. 1",19
"Debussy,  Claude","IMAGES: IBÉRIA, NO. 2","Debussy,  Claude_IMAGES: IBÉRIA, NO. 2",71
"Debussy,  Claude","IMAGES: RONDES DE PRINTEMPS, NO.   3","Debussy,  Claude_IMAGES: RONDES DE PRINTEMPS, NO.   3",31
"Debussy,  Claude",JEUX; POEME DANSE,"Debussy,  Claude_JEUX; POEME DANSE",22
"Debussy,  Claude",L'ENFANT PRODIGUE,"Debussy,  Claude_L'ENFANT PRODIGUE",7
"Debussy,  Claude",L'ISLE JOYEUSE (ARR. Molinari),"Debussy,  Claude_L'ISLE JOYEUSE (ARR. Molinari)",6
"Debussy,  Claude",MANDOLINE,"Debussy,  Claude_MANDOLINE",5
"Debussy,  Claude","MARTYRE DE SAINT SEBASTIEN, LE","Debussy,  Claude_MARTYRE DE SAINT SEBASTIEN, LE",13
"Debussy,  Claude","MARTYRE DE SAINT SEBASTIEN, LE...: FRAGMENTS SYMPHONIQUES","Debussy,  Claude_MARTYRE DE SAINT SEBASTIEN, LE...: FRAGMENTS SYMPHONIQUES",14
"Debussy,  Claude","MER, LA [THE SEA]","Debussy,  Claude_MER, LA [THE SEA]",140
"Debussy,  Claude",NOCTURNES,"Debussy,  Claude_NOCTURNES",105
"Debussy,  Claude",PELLEAS ET MELISANDE (CONCERT VERSION),"Debussy,  Claude_PELLEAS ET MELISANDE (CONCERT VERSION)",8
"Debussy,  Claude",PETITE SUITE (ARR. Busser),"Debussy,  Claude_PETITE SUITE (ARR. Busser)",13
"Debussy,  Claude",PRELUDE A L'APRES-MIDI D'UN FAUNE (PRELUDE TO THE AFTERNOON OF A FAUN),"Debussy,  Claude_PRELUDE A L'APRES-MIDI D'UN FAUNE (PRELUDE TO THE AFTERNOON OF A FAUN)",143
"Debussy,  Claude",PRINTEMPS (ARR. Busser),"Debussy,  Claude_PRINTEMPS (ARR. Busser)",12
"Debussy,  Claude",RHAPSODY FOR CLARINET AND ORCHESTRA,"Debussy,  Claude_RHAPSODY FOR CLARINET AND ORCHESTRA",19
"Debussy,  Claude","RHAPSODY, ALTO SAXOPHONE AND ORCHESTRA (ARR. Roger-Ducasse)","Debussy,  Claude_RHAPSODY, ALTO SAXOPHONE AND ORCHESTRA (ARR. Roger-Ducasse)",8
"Debussy,  Claude",SARABANDE (FROM POUR LE PIANO) (ORCH) (ARR. Ravel),"Debussy,  Claude_SARABANDE (FROM POUR LE PIANO) (ORCH) (ARR. Ravel)",6
